# 反向缺口判定账本 —— origin/1.21.1 有、origin/26.1 没有的类，逐条判定去向
#
# 目的：**真动手实现时不必再查一遍。** 本仓库 1600+ 个源文件，重查一次代价很高。
# 由 docs/tools/host_gap.py --ledger 双向核对，账本与现实脱节即非 0 退出。
#
# 列： 路径(去 src/main/java/ 前缀) 	 行数 	 一句话说明 	 26.1 承接者 	 判定 	 备注
# 判定： 替换=功能还在只是换了实现/位置 · 生态=对应模组在 26.1.2 Fabric 上不存在
#        丢失=没有承接者，相对行为基准真少了东西 · 无关=死代码/与玩法无关 · 待定

com/github/tartaricacid/touhoulittlemaid/compat/gun/common/ai/GunAttackStrafingTask.java	103	TACZ/Superb Warfare 枪械 的兼容代码：GunAttackStrafingTask	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/common/ai/GunShootTargetTask.java	95	TACZ/Superb Warfare 枪械 的兼容代码：GunShootTargetTask	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/common/task/TaskGunAttack.java	149	TACZ/Superb Warfare 枪械 的兼容代码：TaskGunAttack	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/SWarfareCompatInner.java	215	TACZ/Superb Warfare 枪械 的兼容代码：SWarfareCompatInner	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/client/GunBaseAnimation.java	54	TACZ/Superb Warfare 枪械 的兼容代码：GunBaseAnimation	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/client/GunGeckoAnimation.java	173	TACZ/Superb Warfare 枪械 的兼容代码：GunGeckoAnimation	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/client/GunMaidRender.java	109	TACZ/Superb Warfare 枪械 的兼容代码：GunMaidRender	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/event/GunHurtMaidEvent.java	90	TACZ/Superb Warfare 枪械 的兼容代码：GunHurtMaidEvent	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/swarfare/event/MaidSaddleClickEvent.java	25	TACZ/Superb Warfare 枪械 的兼容代码：MaidSaddleClickEvent	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/TacCompat.java	144	TACZ/Superb Warfare 枪械 的兼容代码：TacCompat	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/TacInnerCompat.java	162	TACZ/Superb Warfare 枪械 的兼容代码：TacInnerCompat	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/client/GunBaseAnimation.java	53	TACZ/Superb Warfare 枪械 的兼容代码：GunBaseAnimation	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/client/GunGeckoAnimation.java	169	TACZ/Superb Warfare 枪械 的兼容代码：GunGeckoAnimation	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/client/GunMaidRender.java	107	TACZ/Superb Warfare 枪械 的兼容代码：GunMaidRender	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/event/GunHurtMaidEvent.java	89	TACZ/Superb Warfare 枪械 的兼容代码：GunHurtMaidEvent	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/gun/tacz/event/MaidGunEquipEvent.java	16	TACZ/Superb Warfare 枪械 的兼容代码：MaidGunEquipEvent	无	丢失	【2026-08-14 改判 生态→丢失】TaCZ Refabricated 已有 26.1.2 分支构件（q14433686-arch 仓库 release 26.1.2_R1，1.21.11 分支实测同源仓库可用；⚠️ 上游明说 1.21.11 与 26.x 是两套实现，mixin 注入点/数据组件须重验）。移植清单与九处注册面见 docs/archive/PORT_TACZ_AND_RANGED_AI.md；common 三件恢复时剥掉 SBW 那一路分发（SBW 无 Fabric 端，swarfare 各行维持生态）。该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/immersivemelodies/client/CompatAnimation.java	23	Immersive Melodies 乐器 的兼容代码：CompatAnimation	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/immersivemelodies/client/ImmersiveMelodiesCompatInner.java	62	Immersive Melodies 乐器 的兼容代码：ImmersiveMelodiesCompatInner	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/immersivemelodies/client/MaidArmsAndHeadAccessor.java	134	Immersive Melodies 乐器 的兼容代码：MaidArmsAndHeadAccessor	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/immersivemelodies/server/ImmersiveMelodiesCompatServerInner.java	10	Immersive Melodies 乐器 的兼容代码：ImmersiveMelodiesCompatServerInner	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/ironchest/IronChestType.java	44	Iron Chests 的兼容代码：IronChestType	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/jmc/JmcEdible.java	135	Just More Cakes 的兼容代码：JmcEdible	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/kubejs/ModKubeJSCompat.java	28	KubeJS 脚本 的兼容代码：ModKubeJSCompat	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/ponder/MaidPonderPlugin.java	23	Ponder 演示 的兼容代码：MaidPonderPlugin	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/ponder/MaidPonderScenes.java	50	Ponder 演示 的兼容代码：MaidPonderScenes	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/simplehats/SimpleHatsRenderer.java	39	Simple Hats 的兼容代码：SimpleHatsRenderer	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
com/github/tartaricacid/touhoulittlemaid/compat/top/TheOneProbeInfo.java	13	The One Probe 的兼容代码：TheOneProbeInfo	无	生态	该模组在 26.1.2 Fabric 上不存在（审计 §2.2 逐条实查，含加载器粒度）。删掉是对的，不是回归
